"Date","Price"
2022-01-02,137.64
2022-12-01,141.43
2022-11-01,139.74
2022-10-01,138.67
2022-07-01,137.02
2022-06-01,137.75
2022-05-01,137.77
2022-04-01,144.4
2022-03-01,144.99
2021-10-12,148
2021-09-12,147.64
2021-08-12,148.19
2021-07-12,147.27
2021-06-12,143.15
2021-03-12,142
2021-02-12,142.97
2021-01-12,141.05
2021-12-11,148.68
2021-11-11,145.77
2021-10-11,145.89
2021-09-11,148.92
2021-08-11,149.03
2021-05-11,148.85
2021-04-11,148.27
2021-03-11,146.6
2021-02-11,145.43
2021-01-11,143.5
2021-12-10,136.45
2021-11-10,138.91
2021-08-10,139.79
2021-07-10,139.23
2021-06-10,137.57
2021-05-10,136.02
2021-04-10,133.66
2021-01-10,136.54
2021-10-09,140.88
2021-09-09,143.54
2021-08-09,143.69
2021-03-09,143.74
2021-02-09,143.29
2021-01-09,145.22
2021-12-08,137.19
2021-11-08,136.28
2021-10-08,136.81
2021-09-08,136.91
2021-06-08,135.74
2021-05-08,136.25
2021-04-08,135.13
2021-03-08,135.63
2021-02-08,134.85
2021-12-07,126.98
2021-09-07,125.52
2021-08-07,125.04
2021-07-07,126.47
2021-02-07,125.26
2021-01-07,122.44
2021-11-06,121.51
2021-10-06,121.76
2021-09-06,120.4
2021-08-06,119.92
2021-07-06,120.11
2021-04-06,119.68
2021-03-06,117.38
2021-02-06,118.53
2021-12-05,110.01
2021-11-05,113.5
2021-10-05,114.59
2021-07-05,117.6
2021-06-05,116.87
2021-05-05,115.74
2021-04-05,115.34
2021-03-05,117.15
2021-12-04,112.23
2021-09-04,113.53
2021-08-04,112.52
2021-07-04,111.95
2021-06-04,110.46
2021-05-04,110.95
2021-01-04,106.49
2021-12-03,102.5
2021-11-03,105.03
2021-10-03,101.81
2021-09-03,102.02
2021-08-03,100.38
2021-05-03,104.85
2021-04-03,101.7
2021-03-03,100.57
2021-02-03,103.22
2021-01-03,103.48
2021-12-02,104.75
2021-11-02,104.44
2021-10-02,104.32
2021-09-02,103.77
2021-08-02,104.23
2021-05-02,104.44
2021-04-02,102.68
2021-03-02,102.94
2021-02-02,95.96
2021-01-02,94.65
2021-12-01,86.87
2021-11-01,87.81
2021-08-01,89.89
2021-07-01,88.72
2021-06-01,86.14
2021-05-01,87
2021-04-01,86.31
2020-11-12,88.74
2020-10-12,88.38
2020-09-12,88.89
2020-08-12,90.57
2020-07-12,90.85
2020-04-12,91.19
2020-03-12,91.09
2020-02-12,91.25
2020-01-12,89.77
2020-12-11,87.14
2020-11-11,87.36
2020-10-11,86.89
2020-09-11,88.07
2020-06-11,87.99
2020-05-11,88.13
2020-04-11,87.29
2020-03-11,82.28
2020-02-11,81.22
2020-12-10,78.23
2020-09-10,75.52
2020-08-10,74.17
2020-07-10,72.96
2020-06-10,72.55
2020-05-10,74.14
2020-02-10,72.78
2020-01-10,74.39
2020-11-09,75.79
2020-10-09,76.3
2020-09-09,77.36
2020-04-09,79.06
2020-03-09,81.48
2020-02-09,85.87
2020-01-09,82.75
2020-12-08,75.36
2020-11-08,74.03
2020-10-08,74.84
2020-07-08,74.92
2020-06-08,75.25
2020-05-08,73.95
2020-04-08,73.67
2020-03-08,74.14
2020-10-07,76.95
2020-09-07,75.93
2020-08-07,75.18
2020-07-07,74.5
2020-02-07,73.5
2020-01-07,72.1
2020-12-06,70.65
2020-11-06,70.09
2020-10-06,73.23
2020-09-06,72.6
2020-08-06,72.4
2020-05-06,72
2020-04-06,70.72
2020-03-06,71.96
2020-02-06,72.12
2020-01-06,71.74
2020-12-05,68.76
2020-11-05,70.18
2020-08-05,69.22
2020-07-05,68.46
2020-06-05,67.27
2020-05-05,67.45
2020-04-05,66.14
2020-01-05,65.87
2020-09-04,60.33
2020-08-04,60.35
2020-07-04,59.13
2020-06-04,59.16
2020-03-04,54.63
2020-02-04,55.85
2020-01-04,55.1
2020-12-03,55.58
2020-11-03,60.55
2020-10-03,63.76
2020-09-03,60.79
2020-06-03,64.79
2020-05-03,65.74
2020-04-03,69.08
2020-03-03,66.89
2020-02-03,69.32
2020-12-02,75.93
2020-11-02,75.5
2020-10-02,75.43
2020-07-02,73.96
2020-06-02,73.8
2020-05-02,72.3
2020-04-02,72.27
2020-03-02,74.13
2020-10-01,71.45
2020-09-01,70.99
2020-08-01,70.25
2020-07-01,69.76
2020-06-01,69.89
2020-03-01,68.08
2020-02-01,68.43
