"Date","Price"
2023-11-01,133.49
2023-10-01,130.73
2023-09-01,130.15
2023-06-01,129.62
2023-05-01,125.02
2023-04-01,126.36
2023-03-01,125.07
2022-12-12,144.49
2022-09-12,142.16
2022-08-12,142.65
2022-07-12,140.94
2022-06-12,142.91
2022-05-12,146.63
2022-02-12,147.81
2022-01-12,148.31
2022-11-11,149.7
2022-10-11,146.87
2022-09-11,134.87
2022-08-11,139.5
2022-07-11,138.92
2022-04-11,138.38
2022-03-11,138.88
2022-02-11,145.03
2022-01-11,150.65
2022-12-10,138.34
2022-11-10,138.98
2022-10-10,140.42
2022-07-10,140.09
2022-06-10,145.43
2022-05-10,146.4
2022-04-10,146.1
2022-03-10,142.45
2022-12-09,163.43
2022-09-09,157.37
2022-08-09,154.46
2022-07-09,155.96
2022-02-09,155.81
2022-01-09,157.96
2022-12-08,172.1
2022-11-08,168.49
2022-10-08,169.24
2022-09-08,164.92
2022-08-08,164.87
2022-05-08,165.35
2022-04-08,165.81
2022-03-08,166.13
2022-02-08,160.01
2022-01-08,161.51
2022-12-07,145.86
2022-11-07,144.87
2022-08-07,147.04
2022-07-07,146.35
2022-06-07,142.92
2022-01-07,138.93
2022-10-06,137.13
2022-09-06,142.64
2022-08-06,147.96
2022-07-06,148.71
2022-06-06,146.14
2022-03-06,145.38
2022-02-06,151.21
2022-01-06,148.71
2022-12-05,142.56
2022-11-05,146.5
2022-10-05,154.51
2022-09-05,152.06
2022-06-05,157.28
2022-05-05,156.77
2022-04-05,166.02
2022-03-05,159.48
2022-02-05,157.96
2022-12-04,167.66
2022-11-04,165.75
2022-08-04,170.09
2022-07-04,172.14
2022-06-04,171.83
2022-05-04,175.06
2022-04-04,178.44
2022-01-04,174.31
2022-11-03,154.73
2022-10-03,158.52
2022-09-03,162.95
2022-08-03,157.44
2022-07-03,159.3
2022-04-03,163.17
2022-03-03,166.23
2022-02-03,166.56
2022-01-03,163.2
2022-11-02,168.64
2022-10-02,172.12
2022-09-02,176.28
2022-08-02,174.83
2022-07-02,171.66
2022-04-02,172.39
2022-03-02,172.9
2022-02-02,175.84
2022-01-02,174.61
2022-12-01,175.53
2022-11-01,175.08
2022-10-01,172.19
2022-07-01,172.17
2022-06-01,172
2022-05-01,174.92
2022-04-01,179.7
2022-03-01,182.01
2021-10-12,179.45
2021-09-12,174.56
2021-08-12,175.08
2021-07-12,171.18
2021-06-12,165.32
2021-03-12,161.84
2021-02-12,163.76
2021-01-12,164.77
2021-12-11,149.99
2021-11-11,147.87
2021-10-11,147.92
2021-09-11,150.81
2021-08-11,150.44
2021-05-11,151.28
2021-04-11,150.96
2021-03-11,151.49
2021-02-11,150.02
2021-01-11,148.96
2021-12-10,141.51
2021-11-10,142.81
2021-08-10,142.9
2021-07-10,143.29
2021-06-10,142
2021-05-10,141.11
2021-04-10,139.14
2021-01-10,142.65
2021-10-09,148.97
2021-09-09,154.07
2021-08-09,155.11
2021-03-09,154.3
2021-02-09,153.65
2021-01-09,152.51
2021-12-08,148.89
2021-11-08,145.86
2021-10-08,145.6
2021-09-08,146.09
2021-06-08,146.14
2021-05-08,147.06
2021-04-08,146.95
2021-03-08,147.36
2021-02-08,145.52
2021-12-07,144.5
2021-09-07,145.11
2021-08-07,143.24
2021-07-07,144.57
2021-02-07,139.96
2021-01-07,137.27
2021-11-06,127.35
2021-10-06,126.11
2021-09-06,127.13
2021-08-06,126.74
2021-07-06,125.9
2021-04-06,125.89
2021-03-06,123.54
2021-02-06,125.06
2021-12-05,122.77
2021-11-05,125.91
2021-10-05,126.85
2021-07-05,130.21
2021-06-05,129.74
2021-05-05,128.1
2021-04-05,127.85
2021-03-05,132.54
2021-12-04,131.24
2021-09-04,132.99
2021-08-04,130.36
2021-07-04,127.9
2021-06-04,126.21
2021-05-04,125.9
2021-01-04,123
2021-12-03,121.03
2021-11-03,121.96
2021-10-03,119.98
2021-09-03,121.08
2021-08-03,116.36
2021-05-03,121.42
2021-04-03,120.13
2021-03-03,122.06
2021-02-03,125.12
2021-01-03,127.79
2021-12-02,135.37
2021-11-02,135.13
2021-10-02,135.39
2021-09-02,136.01
2021-08-02,136.91
2021-05-02,136.76
2021-04-02,137.39
2021-03-02,133.94
2021-02-02,134.99
2021-01-02,134.14
2021-12-01,128.8
2021-11-01,128.98
2021-08-01,132.05
2021-07-01,130.92
2021-06-01,126.6
2021-05-01,131.01
2021-04-01,129.41
2020-11-12,122.41
2020-10-12,123.24
2020-09-12,121.78
2020-08-12,124.38
2020-07-12,123.75
2020-04-12,122.25
2020-03-12,122.94
2020-02-12,123.08
2020-01-12,122.72
2020-12-11,119.21
2020-11-11,119.49
2020-10-11,115.97
2020-09-11,116.32
2020-06-11,118.69
2020-05-11,119.03
2020-04-11,114.95
2020-03-11,110.44
2020-02-11,108.77
2020-12-10,124.4
2020-09-10,116.97
2020-08-10,114.97
2020-07-10,115.08
2020-06-10,113.16
2020-05-10,116.5
2020-02-10,113.02
2020-01-10,116.79
2020-11-09,112
2020-10-09,113.49
2020-09-09,117.32
2020-04-09,120.96
2020-03-09,120.88
2020-02-09,131.4
2020-01-09,134.18
2020-12-08,113.01
2020-11-08,109.38
2020-10-08,112.73
2020-07-08,111.11
2020-06-08,113.9
2020-05-08,110.06
2020-04-08,109.67
2020-03-08,108.94
2020-10-07,95.92
2020-09-07,95.68
2020-08-07,95.34
2020-07-07,93.17
2020-02-07,91.03
2020-01-07,91.03
2020-12-06,84.7
2020-11-06,83.97
2020-10-06,88.21
2020-09-06,86
2020-08-06,83.36
2020-05-06,82.88
2020-04-06,80.58
2020-03-06,81.28
2020-02-06,80.83
2020-01-06,80.46
2020-12-05,77.85
2020-11-05,78.75
2020-08-05,77.53
2020-07-05,75.94
2020-06-05,75.16
2020-05-05,74.39
2020-04-05,73.29
2020-01-05,72.27
2020-09-04,67
2020-08-04,66.52
2020-07-04,64.86
2020-06-04,65.62
2020-03-04,60.35
2020-02-04,61.23
2020-01-04,60.23
2020-12-03,62.06
2020-11-03,68.86
2020-10-03,71.33
2020-09-03,66.54
2020-06-03,72.26
2020-05-03,73.23
2020-04-03,75.69
2020-03-03,72.33
2020-02-03,74.7
2020-12-02,81.8
2020-11-02,79.9
2020-10-02,80.39
2020-07-02,80.01
2020-06-02,81.3
2020-05-02,80.36
2020-04-02,79.71
2020-03-02,77.17
2020-10-01,77.58
2020-09-01,77.41
2020-08-01,75.8
2020-07-01,74.6
2020-06-01,74.95
2020-03-01,74.36
2020-02-01,75.09
