"Date","Price"
2022-02-09,256.06
2022-01-09,260.4
2022-12-08,291.91
2022-11-08,287.02
2022-10-08,289.16
2022-09-08,282.3
2022-08-08,280.32
2022-05-08,282.91
2022-04-08,283.65
2022-03-08,282.47
2022-02-08,274.82
2022-01-08,278.01
2022-12-07,253.67
2022-11-07,264.51
2022-08-07,267.66
2022-07-07,268.4
2022-06-07,266.21
2022-01-07,259.58
2022-10-06,252.99
2022-09-06,264.79
2022-08-06,270.41
2022-07-06,272.5
2022-06-06,268.75
2022-03-06,270.02
2022-02-06,274.58
2022-01-06,272.42
2022-12-05,255.35
2022-11-05,260.55
2022-10-05,269.5
2022-09-05,264.58
2022-06-05,274.73
2022-05-05,277.35
2022-04-05,289.98
2022-03-05,281.78
2022-02-05,284.47
2022-12-04,282.06
2022-11-04,285.26
2022-08-04,296.97
2022-07-04,301.37
2022-06-04,299.5
2022-05-04,310.88
2022-04-04,314.97
2022-01-04,309.42
2022-11-03,280.07
2022-10-03,285.59
2022-09-03,288.5
2022-08-03,275.85
2022-07-03,278.91
2022-04-03,289.86
2022-03-03,295.92
2022-02-03,300.19
2022-01-03,294.95
2022-11-02,295.04
2022-10-02,302.38
2022-09-02,311.21
2022-08-02,304.56
2022-07-02,300.95
2022-04-02,305.94
2022-03-02,301.25
2022-02-02,313.46
2022-01-02,308.76
2022-12-01,318.27
2022-11-01,314.98
2022-10-01,314.27
2022-07-01,314.04
2022-06-01,313.88
2022-05-01,316.38
2022-04-01,329.01
2022-03-01,334.75
2021-10-12,342.54
2021-09-12,333.1
2021-08-12,334.97
2021-07-12,334.92
2021-06-12,326.19
2021-03-12,323.01
2021-02-12,329.49
2021-01-12,330.08
2021-12-11,336.72
2021-11-11,332.43
2021-10-11,330.8
2021-09-11,335.95
2021-08-11,336.99
2021-05-11,336.06
2021-04-11,336.44
2021-03-11,334
2021-02-11,333.13
2021-01-11,329.37
2021-12-10,292.88
2021-11-10,294.23
2021-08-10,294.85
2021-07-10,294.85
2021-06-10,293.11
2021-05-10,288.76
2021-04-10,283.11
2021-01-10,289.1
2021-10-09,295.71
2021-09-09,297.25
2021-08-09,300.21
2021-03-09,301.14
2021-02-09,301.15
2021-01-09,301.83
2021-12-08,289.81
2021-11-08,286.95
2021-10-08,286.44
2021-09-08,288.33
2021-06-08,289.46
2021-05-08,289.52
2021-04-08,286.51
2021-03-08,287.12
2021-02-08,284.82
2021-12-07,277.32
2021-09-07,277.94
2021-08-07,277.42
2021-07-07,279.93
2021-02-07,277.65
2021-01-07,271.6
2021-11-06,257.89
2021-10-06,257.24
2021-09-06,253.59
2021-08-06,252.57
2021-07-06,253.81
2021-04-06,250.79
2021-03-06,245.71
2021-02-06,247.3
2021-12-05,239
2021-11-05,246.23
2021-10-05,247.18
2021-07-05,252.46
2021-06-05,249.73
2021-05-05,246.47
2021-04-05,247.79
2021-03-05,251.86
2021-12-04,255.91
2021-09-04,255.85
2021-08-04,253.25
2021-07-04,249.9
2021-06-04,247.86
2021-05-04,249.07
2021-01-04,242.35
2021-12-03,235.75
2021-11-03,237.13
2021-10-03,232.42
2021-09-03,233.78
2021-08-03,227.39
2021-05-03,231.6
2021-04-03,226.73
2021-03-03,227.56
2021-02-03,233.87
2021-01-03,236.94
2021-12-02,244.99
2021-11-02,244.49
2021-10-02,242.82
2021-09-02,243.77
2021-08-02,242.47
2021-05-02,242.2
2021-04-02,242.01
2021-03-02,243
2021-02-02,239.51
2021-01-02,239.65
2021-12-01,214.93
2021-11-01,217.49
2021-08-01,219.62
2021-07-01,218.29
2021-06-01,212.25
2021-05-01,217.9
2021-04-01,217.69
2020-11-12,213.26
2020-10-12,210.52
2020-09-12,211.8
2020-08-12,216.01
2020-07-12,214.29
2020-04-12,214.36
2020-03-12,214.24
2020-02-12,215.37
2020-01-12,216.21
2020-12-11,215.44
2020-11-11,216.55
2020-10-11,211.01
2020-09-11,218.39
2020-06-11,223.72
2020-05-11,223.29
2020-04-11,216.39
2020-03-11,206.43
2020-02-11,202.33
2020-12-10,221.4
2020-09-10,215.81
2020-08-10,210.58
2020-07-10,209.83
2020-06-10,205.91
2020-05-10,210.38
2020-02-10,206.19
2020-01-10,212.46
2020-11-09,204.03
2020-10-09,205.37
2020-09-09,211.29
2020-04-09,214.25
2020-03-09,217.3
2020-02-09,231.65
2020-01-09,227.27
2020-12-08,209.19
2020-11-08,203.38
2020-10-08,208.25
2020-07-08,212.48
2020-06-08,216.35
2020-05-08,212.94
2020-04-08,213.29
2020-03-08,216.54
2020-10-07,213.67
2020-09-07,214.32
2020-08-07,212.83
2020-07-07,208.25
2020-02-07,206.26
2020-01-07,204.7
2020-12-06,187.74
2020-11-06,186.27
2020-10-06,196.84
2020-09-06,189.8
2020-08-06,188.36
2020-05-06,187.2
2020-04-06,182.92
2020-03-06,185.36
2020-02-06,184.91
2020-01-06,182.83
2020-12-05,182.51
2020-11-05,186.74
2020-08-05,184.68
2020-07-05,183.6
2020-06-05,182.54
2020-05-05,180.76
2020-04-05,178.84
2020-01-05,174.57
2020-09-04,165.14
2020-08-04,165.13
2020-07-04,163.49
2020-06-04,165.27
2020-03-04,153.83
2020-02-04,155.26
2020-01-04,152.11
2020-12-03,139.06
2020-11-03,153.63
2020-10-03,160.92
2020-09-03,150.62
2020-06-03,161.57
2020-05-03,166.27
2020-04-03,170.55
2020-03-03,164.51
2020-02-03,172.79
2020-12-02,184.71
2020-11-02,184.44
2020-10-02,188.7
2020-07-02,183.89
2020-06-02,183.63
2020-05-02,179.9
2020-04-02,180.12
2020-03-02,174.38
2020-10-01,161.34
2020-09-01,162.09
2020-08-01,160.09
2020-07-01,157.58
2020-06-01,159.03
2020-03-01,158.62
2020-02-01,160.62
