"Date","Price"
2022-02-06,205.09
2022-01-06,192.91
2022-12-05,174.31
2022-11-05,166.37
2022-10-05,177.66
2022-09-05,173.1
2022-06-05,180.97
2022-05-05,188.32
2022-04-05,204.01
2022-03-05,199.87
2022-02-05,199.46
2022-12-04,344.1
2022-11-04,348
2022-08-04,355.88
2022-07-04,362.15
2022-06-04,368.35
2022-05-04,380.15
2022-04-04,391.5
2022-01-04,373.47
2022-11-03,340.32
2022-10-03,356.77
2022-09-03,358.79
2022-08-03,341.76
2022-07-03,350.26
2022-04-03,361.73
2022-03-03,368.07
2022-02-03,380.03
2022-01-03,386.24
2022-11-02,391.31
2022-10-02,406.27
2022-09-02,412.89
2022-08-02,403.53
2022-07-02,402.1
2022-04-02,410.17
2022-03-02,405.6
2022-02-02,429.48
2022-01-02,457.13
2022-12-01,537.22
2022-11-01,540.84
2022-10-01,539.85
2022-07-01,541.06
2022-06-01,553.29
2022-05-01,567.52
2022-04-01,591.15
2022-03-01,597.37
2021-10-12,611.66
2021-09-12,611
2021-08-12,628.08
2021-07-12,625.58
2021-06-12,612.69
2021-03-12,602.13
2021-02-12,616.47
2021-01-12,617.77
2021-12-11,682.61
2021-11-11,657.58
2021-10-11,646.91
2021-09-11,655.99
2021-08-11,651.45
2021-05-11,645.72
2021-04-11,668.4
2021-03-11,688.29
2021-02-11,677.72
2021-01-11,681.17
2021-12-10,624.94
2021-11-10,627.04
2021-08-10,632.66
2021-07-10,631.85
2021-06-10,639.1
2021-05-10,634.81
2021-04-10,603.35
2021-01-10,613.15
2021-10-09,598.72
2021-09-09,597.54
2021-08-09,606.05
2021-03-09,590.53
2021-02-09,588.55
2021-01-09,582.07
2021-12-08,510.72
2021-11-08,512.4
2021-10-08,515.84
2021-09-08,519.97
2021-06-08,520.55
2021-05-08,524.89
2021-04-08,517.35
2021-03-08,510.82
2021-02-08,515.15
2021-12-07,537.31
2021-09-07,535.98
2021-08-07,530.76
2021-07-07,535.96
2021-02-07,533.98
2021-01-07,533.54
2021-11-06,488.77
2021-10-06,487.27
2021-09-06,485.81
2021-08-06,492.39
2021-07-06,494.66
2021-04-06,494.74
2021-03-06,489.43
2021-02-06,499.24
2021-12-05,484.98
2021-11-05,495.08
2021-10-05,486.69
2021-07-05,503.84
2021-06-05,499.55
2021-05-05,496.08
2021-04-05,503.18
2021-03-05,509.11
2021-12-04,552.78
2021-09-04,555.31
2021-08-04,554.58
2021-07-04,546.99
2021-06-04,544.53
2021-05-04,540.67
2021-01-04,539.42
2021-12-03,518.02
2021-11-03,523.06
2021-10-03,504.54
2021-09-03,506.44
2021-08-03,493.33
2021-05-03,516.39
2021-04-03,511.29
2021-03-03,520.7
2021-02-03,547.82
2021-01-03,550.64
2021-12-02,556.52
2021-11-02,557.59
2021-10-02,563.59
2021-09-02,559.07
2021-08-02,547.92
2021-05-02,550.79
2021-04-02,552.16
2021-03-02,539.45
2021-02-02,548.16
2021-01-02,539.04
2021-12-01,494.25
2021-11-01,499.1
2021-08-01,510.4
2021-07-01,508.89
2021-06-01,500.49
2021-05-01,520.8
2021-04-01,522.86
2020-11-12,503.22
2020-10-12,501.09
2020-09-12,493.6
2020-08-12,512.66
2020-07-12,515.78
2020-04-12,498.31
2020-03-12,497.52
2020-02-12,503.38
2020-01-12,504.58
2020-12-11,486.77
2020-11-11,490.76
2020-10-11,480.24
2020-09-11,470.5
2020-06-11,514.73
2020-05-11,513.76
2020-04-11,496.95
2020-03-11,487.22
2020-02-11,484.12
2020-12-10,539.81
2020-09-10,539.44
2020-08-10,531.79
2020-07-10,534.66
2020-06-10,505.87
2020-05-10,520.65
2020-02-10,503.06
2020-01-10,527.51
2020-11-09,482.03
2020-10-09,480.67
2020-09-09,500.19
2020-04-09,516.05
2020-03-09,525.75
2020-02-09,552.84
2020-01-09,556.55
2020-12-08,475.47
2020-11-08,466.93
2020-10-08,483.38
2020-07-08,494.73
2020-06-08,509.08
2020-05-08,502.11
2020-04-08,509.64
2020-03-08,498.62
2020-10-07,548.73
2020-09-07,507.76
2020-08-07,502.78
2020-07-07,493.16
2020-02-07,476.89
2020-01-07,485.64
2020-12-06,418.07
2020-11-06,425.56
2020-10-06,434.48
2020-09-06,434.05
2020-08-06,419.49
2020-05-06,419.6
2020-04-06,414.33
2020-03-06,421.97
2020-02-06,427.31
2020-01-06,425.92
2020-12-05,431.82
2020-11-05,440.52
2020-08-05,435.55
2020-07-05,436.53
2020-06-05,434.26
2020-05-05,424.68
2020-04-05,428.15
2020-01-05,415.27
2020-09-04,370.72
2020-08-04,371.12
2020-07-04,372.28
2020-06-04,379.96
2020-03-04,361.76
2020-02-04,370.08
2020-01-04,364.08
2020-12-03,315.25
2020-11-03,349.92
2020-10-03,364.13
2020-09-03,346.49
2020-06-03,368.97
2020-05-03,372.78
2020-04-03,383.79
2020-03-03,368.77
2020-02-03,381.05
2020-12-02,380.01
2020-11-02,373.69
2020-10-02,371.07
2020-07-02,366.77
2020-06-02,366.95
2020-05-02,369.67
2020-04-02,369.01
2020-03-02,358
2020-10-01,329.05
2020-09-01,335.66
2020-08-01,339.26
2020-07-01,330.75
2020-06-01,335.83
2020-03-01,325.9
2020-02-01,329.81
