"Date","Price"
2020-09-12,201.49
2020-08-12,216.63
2020-07-12,213.92
2020-04-12,199.68
2020-03-12,197.79
2020-02-12,189.61
2020-01-12,194.92
2020-12-11,137.25
2020-11-11,139.04
2020-10-11,136.79
2020-09-11,140.42
2020-06-11,143.32
2020-05-11,146.03
2020-04-11,140.33
2020-03-11,141.3
2020-02-11,133.5
2020-12-10,147.43
2020-09-10,144.67
2020-08-10,141.97
2020-07-10,141.77
2020-06-10,137.99
2020-05-10,141.89
2020-02-10,138.36
2020-01-10,149.39
2020-11-09,124.24
2020-10-09,123.78
2020-09-09,122.09
2020-04-09,139.44
2020-03-09,135.67
2020-02-09,149.12
2020-01-09,158.35
2020-12-08,103.65
2020-11-08,91.63
2020-10-08,94.57
2020-07-08,96.85
2020-06-08,99.31
2020-05-08,99
2020-04-08,99.13
2020-03-08,99
2020-10-07,102.98
2020-09-07,92.95
2020-08-07,91.06
2020-07-07,92.66
2020-02-07,80.58
2020-01-07,74.64
2020-12-06,62.35
2020-11-06,64.86
2020-10-06,68.34
2020-09-06,62.71
2020-08-06,63.33
2020-05-06,59.04
2020-04-06,57.63
2020-03-06,58.86
2020-02-06,58.77
2020-01-06,59.87
2020-12-05,53.96
2020-11-05,54.09
2020-08-05,54.63
2020-07-05,52
2020-06-05,52.17
2020-05-05,51.21
2020-04-05,50.75
2020-01-05,46.75
2020-09-04,38.2
2020-08-04,36.59
2020-07-04,36.36
2020-06-04,34.42
2020-03-04,32
2020-02-04,30.3
2020-01-04,32.1
2020-12-03,37.37
2020-11-03,42.28
2020-10-03,43.02
2020-09-03,40.53
2020-06-03,46.9
2020-05-03,48.3
2020-04-03,49.97
2020-03-03,49.7
2020-02-03,49.57
2020-12-02,51.15
2020-11-02,51.63
2020-10-02,51.42
2020-07-02,49.87
2020-06-02,49.93
2020-05-02,48.98
2020-04-02,59.14
2020-03-02,52
2020-10-01,31.88
2020-09-01,32.09
2020-08-01,32.81
2020-07-01,31.27
2020-06-01,30.1
2020-03-01,29.53
2020-02-01,28.68
