"Date","Price"
2022-01-02,246.38
2022-12-01,279.99
2022-11-01,278.17
2022-10-01,274
2022-07-01,272.47
2022-06-01,281.78
2022-05-01,276.04
2022-04-01,292.9
2022-03-01,301.21
2021-10-12,301.98
2021-09-12,304.9
2021-08-12,318.26
2021-07-12,324.27
2021-06-12,300.37
2021-03-12,306.93
2021-02-12,321.26
2021-01-12,314.35
2021-12-11,303.9
2021-11-11,303.9
2021-10-11,294.59
2021-09-11,306.57
2021-08-11,308.04
2021-05-11,297.52
2021-04-11,298.01
2021-03-11,265.98
2021-02-11,264.01
2021-01-11,258.27
2021-12-10,206.71
2021-11-10,206.95
2021-08-10,208.31
2021-07-10,210.75
2021-06-10,207
2021-05-10,204.51
2021-04-10,197.32
2021-01-10,207.42
2021-10-09,224.78
2021-09-09,221.77
2021-08-09,223.39
2021-03-09,228.43
2021-02-09,223.96
2021-01-09,224.41
2021-12-08,199.05
2021-11-08,196.99
2021-10-08,199.36
2021-09-08,202.95
2021-06-08,203.66
2021-05-08,206.37
2021-04-08,202.74
2021-03-08,198.15
2021-02-08,197.5
2021-12-07,205.13
2021-09-07,200.5
2021-08-07,199.03
2021-07-07,203.72
2021-02-07,204.87
2021-01-07,202.12
2021-11-06,178.25
2021-10-06,174.25
2021-09-06,173.58
2021-08-06,174.57
2021-07-06,176.19
2021-04-06,175.78
2021-03-06,169.7
2021-02-06,167.78
2021-12-05,137.59
2021-11-05,143.06
2021-10-05,142.66
2021-07-05,148.12
2021-06-05,145.23
2021-05-05,144.59
2021-04-05,143.51
2021-03-05,148.37
2021-12-04,152.09
2021-09-04,144
2021-08-04,143.17
2021-07-04,141.43
2021-06-04,138.62
2021-05-04,139.88
2021-01-04,138.12
2021-12-03,128.56
2021-11-03,129.93
2021-10-03,124.68
2021-09-03,125.2
2021-08-03,115.93
2021-05-03,124.61
2021-04-03,123.7
2021-03-03,128.05
2021-02-03,134.06
2021-01-03,138.42
2021-12-02,149.61
2021-11-02,152.51
2021-10-02,147.64
2021-09-02,142.63
2021-08-02,144.39
2021-05-02,135.91
2021-04-02,136.64
2021-03-02,135.3
2021-02-02,135.57
2021-01-02,132.37
2021-12-01,134.85
2021-11-01,136.21
2021-08-01,132.77
2021-07-01,133.44
2021-06-01,126.14
2021-05-01,134.05
2021-04-01,131.13
2020-11-12,130.13
2020-10-12,129.72
2020-09-12,129.31
2020-08-12,133.5
2020-07-12,136.07
2020-04-12,135.58
2020-03-12,133.96
2020-02-12,135.45
2020-01-12,133.9
2020-12-11,134.57
2020-11-11,134.18
2020-10-11,127.7
2020-09-11,136.31
2020-06-11,145.62
2020-05-11,141.6
2020-04-11,137.94
2020-03-11,130.2
2020-02-11,125.81
2020-12-10,142.26
2020-09-10,137.63
2020-08-10,138.39
2020-07-10,139.64
2020-06-10,137.37
2020-05-10,136.43
2020-02-10,130.62
2020-01-10,136.15
2020-11-09,121.64
2020-10-09,123.12
2020-09-09,127.15
2020-04-09,126.22
2020-03-09,130.15
2020-02-09,143.46
2020-01-09,138.21
2020-12-08,114.4
2020-11-08,108.5
2020-10-08,111.65
2020-07-08,112
2020-06-08,113.36
2020-05-08,112.87
2020-04-08,112.28
2020-03-08,110.1
2020-10-07,104.79
2020-09-07,105.09
2020-08-07,102.16
2020-07-07,98.72
2020-02-07,96.12
2020-01-07,95.3
2020-12-06,89.33
2020-11-06,87.96
2020-10-06,93.67
2020-09-06,90.46
2020-08-06,88.05
2020-05-06,89.2
2020-04-06,87.67
2020-03-06,87.69
2020-02-06,88.25
2020-01-06,88.06
2020-12-05,78.03
2020-11-05,80.66
2020-08-05,78.12
2020-07-05,76.22
2020-06-05,74.45
2020-05-05,73.44
2020-04-05,72.82
2020-01-05,70.69
2020-09-04,65.74
2020-08-04,66.74
2020-07-04,64.76
2020-06-04,67.1
2020-03-04,60.98
2020-02-04,63.87
2020-01-04,60.77
2020-12-03,54.08
2020-11-03,61.62
2020-10-03,65.27
2020-09-03,61.36
2020-06-03,66.51
2020-05-03,68.32
2020-04-03,71.13
2020-03-03,66.47
2020-02-03,69.11
2020-12-02,68.14
2020-11-02,66.97
2020-10-02,65.74
2020-07-02,62.9
2020-06-02,63.56
2020-05-02,62.69
2020-04-02,61.78
2020-03-02,60.08
2020-10-01,61.08
2020-09-01,60.76
2020-08-01,60.09
2020-07-01,59.98
2020-06-01,59.27
2020-03-01,59.02
2020-02-01,59.98
